,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
109,Maden,40.872361299999994,29.1304477,Gratis,40.874224024599215,29.130374919121223,Cosmetics Shop
110,Maden,40.872361299999994,29.1304477,ADA SAHIL HOTEL,40.874004547475415,29.135371314716217,Hotel
111,Maden,40.872361299999994,29.1304477,Panorama Butik Hotel,40.87351843266896,29.126516416415804,Hotel Bar
112,Maden,40.872361299999994,29.1304477,Liman Restaurant Cafe,40.874447,29.127625,Restaurant
113,Maden,40.872361299999994,29.1304477,Elisa Butik Hotel,40.86836,29.13241,Hotel
114,Maden,40.872361299999994,29.1304477,Meşhur Sarıyer Börekçisi,40.874399391794256,29.130387347021806,Breakfast Spot
115,Maden,40.872361299999994,29.1304477,CarrefourSA Mini,40.87427148778235,29.130581617355347,Grocery Store
116,Maden,40.872361299999994,29.1304477,Chocowhite - Splendid Palace Hotel,40.873072508894865,29.126203451109188,Café
117,Maden,40.872361299999994,29.1304477,Balıkçı Süleyman,40.87446505460753,29.130274871595073,Seafood Restaurant
118,Maden,40.872361299999994,29.1304477,Büyükada Meydan,40.874155074973025,29.128508946624848,Plaza
119,Maden,40.872361299999994,29.1304477,Büyükada White Palace Hotel,40.8712709054901,29.125454211501413,Hotel
120,Maden,40.872361299999994,29.1304477,Çarşı Et&Balık,40.87467061414234,29.12961981105308,Restaurant
121,Maden,40.872361299999994,29.1304477,Chocowhite,40.87309216360332,29.12642643762933,American Restaurant
122,Maden,40.872361299999994,29.1304477,Fayton Turu Büyükada,40.874387331425936,29.13044056032878,Moving Target
123,Maden,40.872361299999994,29.1304477,Marine House Boutique Hotel,40.87455690526422,29.129464269349583,Hotel
124,Maden,40.872361299999994,29.1304477,Palya Restaurant,40.873289,29.126545,Meyhane
125,Maden,40.872361299999994,29.1304477,Büyükada Sahili,40.8744181843839,29.12839034970484,Waterfront
126,Maden,40.872361299999994,29.1304477,Büyükada Yalı Butik Otel,40.87444633215785,29.133918550050268,Hotel
127,Maden,40.872361299999994,29.1304477,Büyükada Çankaya Otel,40.871359400388606,29.125222906712334,Hotel
128,Maden,40.872361299999994,29.1304477,Pelikan Balıkçısı,40.87457726341588,29.129903382900945,Seafood Restaurant
129,Maden,40.872361299999994,29.1304477,"Umut Cafe, Buyukada",40.8743357963073,29.131699063261987,Café
130,Maden,40.872361299999994,29.1304477,Anadolu Kulübü,40.87270802346791,29.124805862427646,Hotel
131,Maden,40.872361299999994,29.1304477,Hi&Le Balik,40.87456800036854,29.128806262622515,Fish & Chips Shop
132,Maden,40.872361299999994,29.1304477,Atlantis Kumpir,40.87439931254631,29.12844867386681,Snack Place
133,Maden,40.872361299999994,29.1304477,CAFÉ CatFe,40.87409458393028,29.127710245392286,Café
134,Maden,40.872361299999994,29.1304477,Köfte & Piyaz Büyükadalı,40.874654568303114,29.129227140467428,Kofte Place
135,Maden,40.872361299999994,29.1304477,Buyukada Sahıl otel,40.87398643550952,29.13530207500362,Hotel
136,Maden,40.872361299999994,29.1304477,Büyükada Nakibey Beach,40.87397580519044,29.13402410273506,Dive Spot
137,Maden,40.872361299999994,29.1304477,Buyukada Nispet Club,40.8741007464142,29.127662215332943,Music Venue
138,Maden,40.872361299999994,29.1304477,Cafe Spitz,40.873013358457584,29.126124465140254,Café
139,Maden,40.872361299999994,29.1304477,Migros Büyükada,40.873253,29.126329,Grocery Store
140,Maden,40.872361299999994,29.1304477,Ada Kahvesi,40.87356360411852,29.126680163063874,Café
141,Maden,40.872361299999994,29.1304477,Ada Balık,40.873302,29.126715,Seafood Restaurant
142,Maden,40.872361299999994,29.1304477,Hayal Adası,40.873625262604754,29.12663064086172,Café
143,Maden,40.872361299999994,29.1304477,Tiara hotel Büyükada,40.873535306098674,29.126659222295718,Recreation Center
144,Maden,40.872361299999994,29.1304477,Yörükali Plajı,40.87421002618786,29.126590003337583,Beach
145,Maden,40.872361299999994,29.1304477,Akasya Cafe Bar,40.87291123672555,29.125924497382087,Café
146,Maden,40.872361299999994,29.1304477,Orası Burası,40.873643681464706,29.126922902214574,Seafood Restaurant
147,Maden,40.872361299999994,29.1304477,Kahve Dünyası,40.87317217234145,29.126236475619315,Coffee Shop
148,Maden,40.872361299999994,29.1304477,Tiara Büyükada,40.873364,29.12691,Hotel
149,Maden,40.872361299999994,29.1304477,Taşfırın,40.87159833820704,29.126343727111816,Restaurant
150,Maden,40.872361299999994,29.1304477,"Splendid Palace Cafe, Buyukada",40.87304731148962,29.126310004456325,Australian Restaurant
151,Maden,40.872361299999994,29.1304477,382,40.873596430919925,29.126460077384884,Bar
152,Maden,40.872361299999994,29.1304477,Büyükada - Kabataş Motoru,40.87489931726965,29.12719941302788,Boat or Ferry
153,Maden,40.872361299999994,29.1304477,Şehit Murat Yüksel İlkögretim Okulu,40.869281434063424,29.127701928149254,Park
154,Maden,40.872361299999994,29.1304477,Büyükada Vapur İskelesi,40.8753310929175,29.1272876826406,Pier
155,Maden,40.872361299999994,29.1304477,Büyükada Manzara,40.86863250894549,29.12850891218368,Scenic Lookout
156,Maden,40.872361299999994,29.1304477,Büyükada Deniz Otobüsü İskelesi,40.874251837395235,29.125773493950774,Pier
157,Maden,40.872361299999994,29.1304477,Anadolu Kulübü Restaurant,40.873178,29.125104,Turkish Restaurant
158,Maden,40.872361299999994,29.1304477,Büyükada-Kadıköy Vapuru,40.87592043176747,29.127203372960018,Cruise Ship
159,Nizam,40.8576756,29.118956800000003,Büyükada Tepesi,40.86110731582284,29.117417559285528,Mountain
160,Nizam,40.8576756,29.118956800000003,Mavi Club,40.85659334381254,29.115046552414242,Restaurant
161,Nizam,40.8576756,29.118956800000003,Asiklar Cay Bahcesi,40.8604018977185,29.116639934096963,Café
162,Nizam,40.8576756,29.118956800000003,Aşıklar Mesire Yeri,40.8603844972953,29.116689608775406,Tea Room
163,Nizam,40.8576756,29.118956800000003,Aya Yorgi Yokuşu,40.85749745567921,29.11987685111805,Road
164,Nizam,40.8576756,29.118956800000003,Lunapark Cafe & Restaurant,40.85744601682797,29.12048456832797,Café
165,Nizam,40.8576756,29.118956800000003,Prenses Koyu Butik Otel,40.856942216109104,29.113110639009953,Hotel
166,Nizam,40.8576756,29.118956800000003,Panorama Buyukada,40.85751402678412,29.12041073367753,Bed & Breakfast
167,Nizam,40.8576756,29.118956800000003,Ada Pansiyon,40.85943867292791,29.114823223062906,Bed & Breakfast
168,Nizam,40.8576756,29.118956800000003,Buyukada tepesi,40.860786491706726,29.115963548107576,Campground
169,Nizam,40.8576756,29.118956800000003,Büyükada Aşıklar Mesiresi,40.8610749356761,29.11616801927253,Forest
170,Nizam,40.8576756,29.118956800000003,Aya Yorgi Çıkışı 1.Çeşme,40.85343128343285,29.11976820497198,Fountain
171,Nizam,40.8576756,29.118956800000003,Büyükada Prenses Koyu Hotel,40.85694012202227,29.113132635397815,Harbor / Marina
172,Nizam,40.8576756,29.118956800000003,Hotel Prenses Koyu,40.85696703123653,29.113116561887058,Hotel
173,Anadolu,41.18548975,28.749133060694145,Salı Pazarı Mahallesi,41.18714697825496,28.747548877192273,Plaza
174,Anadolu,41.18548975,28.749133060694145,Dürümcü Musa Usta,41.18440447055262,28.743388298221273,Turkish Restaurant
175,Anadolu,41.18548975,28.749133060694145,Dürümcü Musa Usta,41.18421176772951,28.74476085183749,Kebab Restaurant
176,Anadolu,41.18548975,28.749133060694145,Miss Semina,41.18763449119491,28.748539498591423,Shopping Mall
177,Anadolu,41.18548975,28.749133060694145,salı pazarı,41.187555,28.747603,Market
178,Anadolu,41.18548975,28.749133060694145,Deniz Group Salıpazarı,41.18820915021661,28.74909107990577,Shopping Mall
179,Anadolu,41.18548975,28.749133060694145,Arnavutköy Çarşı,41.18320120300727,28.746928312373917,Shopping Mall
180,Anadolu,41.18548975,28.749133060694145,Anadolu Mahallesi,41.18694914692213,28.752708882176904,Historic Site
181,Anadolu,41.18548975,28.749133060694145,Şok market T.A.Ş,41.188327,28.750723,Big Box Store
182,Anadolu,41.18548975,28.749133060694145,Türk Telekom Akyüz İletişim,41.18842755073971,28.75063620346913,Mobile Phone Shop
183,Anadolu,41.18548975,28.749133060694145,yasin ızgara salonu,41.188552319785664,28.750367008113365,Steakhouse
184,Anadolu,41.18548975,28.749133060694145,DAĞCI Hipermarketleri,41.186503347679185,28.753264791754724,Supermarket
185,Anadolu,41.18548975,28.749133060694145,Sweatmen,41.186150184498935,28.75357221560904,Men's Store
186,Anadolu,41.18548975,28.749133060694145,Kozluca gida,41.18812626324994,28.74609709332657,Convenience Store
187,Anadolu,41.18548975,28.749133060694145,Ziyafetçiğköfte Arnavutköy,41.18816552733087,28.746092885227366,Fast Food Restaurant
188,Anadolu,41.18548975,28.749133060694145,yeliz yenge kahve evi,41.187707749161525,28.752940288153447,Music Venue
189,Anadolu,41.18548975,28.749133060694145,Taç Alışveriş Mağazalarında,41.18659183045414,28.754135824466935,Shopping Mall
190,Arnavutköy İmrahor,41.2153926,28.747157899999998,İbt Grup,41.215918,28.746329,Electronics Store
191,Arnavutköy İmrahor,41.2153926,28.747157899999998,Adıyaman Kardeşler Çiğköfte Tekin Usta'nın Yeri,41.21494757514954,28.745655285176543,Diner
192,Arnavutköy İmrahor,41.2153926,28.747157899999998,İMRAHOR KAHVESİ,41.215725,28.746367,Coffee Shop
193,Arnavutköy İmrahor,41.2153926,28.747157899999998,İmrahor  Bim,41.214710858085596,28.746962471968054,Big Box Store
194,Arnavutköy İmrahor,41.2153926,28.747157899999998,Bim Market,41.215658206619636,28.74545528238019,Deli / Bodega
195,Arnavutköy İmrahor,41.2153926,28.747157899999998,Ziyafet Çiğköfte İmrahor,41.215567068665734,28.745522701980693,Cigkofte Place
196,Arnavutköy İmrahor,41.2153926,28.747157899999998,İmrahor Göleti,41.21675421413817,28.74857365784017,Lake
197,Arnavutköy İmrahor,41.2153926,28.747157899999998,İstanbul Bilgisayar,41.215965819715684,28.74640599879164,Electronics Store
198,Arnavutköy İmrahor,41.2153926,28.747157899999998,Çetin Market,41.21549259005383,28.745547465416116,Big Box Store
199,Arnavutköy İmrahor,41.2153926,28.747157899999998,Ateşoğlu Tekel Bayi,41.214049,28.748503,Smoke Shop
200,Arnavutköy İmrahor,41.2153926,28.747157899999998,Şehit Er Musa Tikici Parkı,41.21565996793457,28.745478124094404,Park
201,Arnavutköy İmrahor,41.2153926,28.747157899999998,Aşıklar Duraği,41.215683315490864,28.74547801237995,Plaza
202,Arnavutköy İmrahor,41.2153926,28.747157899999998,Cool Giyim,41.21564816616324,28.745487793296114,Clothing Store
203,Arnavutköy İmrahor,41.2153926,28.747157899999998,durak et lokantası,41.21567871516097,28.745481335757116,Soup Place
204,Arnavutköy İmrahor,41.2153926,28.747157899999998,İmrahor park cafe,41.21788102054608,28.747298505623046,Café
205,Arnavutköy İmrahor,41.2153926,28.747157899999998,NURSAN YAPI SPOR,41.21294454586563,28.74442044075609,Knitting Store
206,Arnavutköy İmrahor,41.2153926,28.747157899999998,Köksal Teras,41.21205952206226,28.74959120423279,Bar
207,Arnavutköy İslambey,41.19691065,28.747591881433877,Kars Mahallesi,41.1941466972048,28.746524089954033,Pawn Shop
208,Arnavutköy İslambey,41.19691065,28.747591881433877,taya kadin mesire yeri,41.19658094043019,28.742977136590515,Nature Preserve
209,Arnavutköy İslambey,41.19691065,28.747591881433877,bim (islambey) @ajandogan,41.1934305649341,28.749655363595615,Shopping Mall
210,Arnavutköy İslambey,41.19691065,28.747591881433877,Rigor Texas karsVegas,41.19304295278985,28.74839954259969,Plaza
211,Arnavutköy İslambey,41.19691065,28.747591881433877,bolluca durağı,41.19429868608669,28.74365465063363,Moving Target
212,Arnavutköy İslambey,41.19691065,28.747591881433877,Suatlar Dörtyol,41.19869315886927,28.742898163461515,Dog Run
213,Arnavutköy İslambey,41.19691065,28.747591881433877,Ziyafet Çiğköfte Arnavutköy 8,41.19330213206538,28.749763533767204,Cigkofte Place
214,Arnavutköy İslambey,41.19691065,28.747591881433877,Kalyan Cafe,41.19406245579063,28.75214325895751,Turkish Restaurant
215,Arnavutköy İslambey,41.19691065,28.747591881433877,Cabbar Abinin Mekanı,41.19975821785321,28.743010537896623,Arts & Entertainment
216,Arnavutköy Yavuzselim,41.2104281,28.73413072875147,Simit cafe,41.21089172363281,28.73576545715332,Café
217,Arnavutköy Yavuzselim,41.2104281,28.73413072875147,Tahran,41.21024110073416,28.7361449013665,Airport Food Court
218,Arnavutköy Yavuzselim,41.2104281,28.73413072875147,Akkaya İzolasyon,41.207972243116366,28.734135029819864,Department Store
219,Arnavutköy Yavuzselim,41.2104281,28.73413072875147,Asmaaltı,41.21004867553711,28.738542556762695,Garden
220,Arnavutköy Yavuzselim,41.2104281,28.73413072875147,Tuğra PlayStation Cafe,41.21076314243543,28.739657845524114,Arcade
221,Atatürk,41.1918394,28.76126457961757,Bim Anadolu Arnavutkoy,41.19147315938928,28.763608708972797,Convenience Store
222,Atatürk,41.1918394,28.76126457961757,Kale Kapak,41.19331603794875,28.75925542412065,Furniture / Home Store
223,Atatürk,41.1918394,28.76126457961757,Baykar tekstil Fabrika Bolluca,41.194517476511585,28.760982395963538,Department Store
224,Atatürk,41.1918394,28.76126457961757,Konak Sofrası,41.194361193603754,28.75967502553368,Middle Eastern Restaurant
225,Atatürk,41.1918394,28.76126457961757,212 AVM Big Mamma's City,41.193831725535716,28.75858200215516,Café
226,Atatürk,41.1918394,28.76126457961757,Arnavutköy Semt Stadı,41.19422016070716,28.76462769358987,Soccer Field
227,Atatürk,41.1918394,28.76126457961757,Boluca Gölü,41.18843444986158,28.76276231021575,Lake
228,Atatürk,41.1918394,28.76126457961757,cadde büfe,41.194943559731335,28.758757531550106,Buffet
229,Atatürk,41.1918394,28.76126457961757,Bolluca Stadi,41.194324,28.76552,Sports Club
230,Atatürk,41.1918394,28.76126457961757,Arnavutköy Yeni Bolluca Stadı,41.19497421669831,28.765014263392167,Stadium
231,Atatürk,41.1918394,28.76126457961757,Ziyafet Çiğköfte Arnavutköy 4,41.194569457206505,28.756686271928462,Cigkofte Place
232,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Hanedan Et-Mangal,41.180312265039575,28.773471330163364,Steakhouse
233,Boğazköy Atatürk,41.181000000000004,28.773000000000003,hanedan et mangal,41.18035843261785,28.773484742643173,Restaurant
234,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Boğazköy Hanedan Et Mangal,41.1820147844204,28.771743325846376,BBQ Joint
235,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Boğazköy Park,41.18100853435958,28.774473366990133,Park
236,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Çiçek köfte bogazkoy,41.18073918014701,28.77349087637612,Wings Joint
237,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Bağazköy Mangal Mekanımız,41.18029301329369,28.77339410698009,BBQ Joint
238,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Bogazkoy,41.18079562372323,28.773198910480343,Café
239,Boğazköy Atatürk,41.181000000000004,28.773000000000003,Boğazköy Kırmızı Tepe,41.184074,28.772863,Scenic Lookout
240,Bolluca,41.2222213,28.778505600000003,hasan köfte,41.222233,28.780235,Turkish Restaurant
241,Bolluca,41.2222213,28.778505600000003,Arslangiray Market,41.224346,28.778217,Convenience Store
